plot_label	site	elevation	long_dd	lat_dd	X_UTM	Y_UTM	type	dim	area	no_subpl	date1	authors1	date2	authors2	comments	dbh10_inv1	sp_dbh10_inv1	fam_dbh10_inv1	indet_dbh10_inv1	dbh10_inv2	sp_dbh10_inv2	fam_dbh10_inv2	indet_dbh10_inv2	dbh2_10_inv1	sp_dbh2_10_inv1	fam_dbh2_10_inv1	indet_dbh2_10_inv1	dbh2-10_inv2	sp_dbh2_10_inv2	fam_dbh2_10_inv2	indet_dbh2_10_inv2
PSE2B	Station de recherche de la Piste de St Elie - Bloc Biodiversité 100 ha	45	-53.05	5.29	272205.00	585911.00	full	100x100	1.00	100	1986	Daniel Sabatier, Bernard Riéra & Marie-Françoise Prévost	2003	Marie-Françoise Prévost, Daniel Sabatier & Jean-François Molino, with Cécile Madelaine, Christian de Namur & Georges Elfort	Terra firme	594	177	42	2	579	167	39	1	0	0	0	0	0	0	0	0
PSE2C	Station de recherche de la Piste de St Elie - Bloc Biodiversité 100 ha	40	-53.05	5.29	272215.00	586010.00	full	100x100	1.00	100	1987	Daniel Sabatier, Bernard Riéra & Marie-Françoise Prévost			Terra firme	650	177	41	1	0	0	0	0	0	0	0	0	0	0	0	0
PSE3B	Station de recherche de la Piste de St Elie - Bloc Biodiversité 100 ha	50	-53.05	5.29	272106.00	585920.00	full	100x100	1.00	100	1988	Daniel Sabatier & Marie-Françoise Prévost	2003	Marie-Françoise Prévost, Daniel Sabatier & Jean-François Molino, with Cécile Madelaine, Christian de Namur & Georges Elfort	Terra firme	565	167	44	3	644	180	44	4	0	0	0	0	0	0	0	0
PSE3C	Station de recherche de la Piste de St Elie - Bloc Biodiversité 100 ha	45	-53.05	5.29	272115.00	586020.00	full	100x100	1.00	100	1988	Daniel Sabatier, Bernard Riéra & Marie-Françoise Prévost			Terra firme	624	157	41	0	0	0	0	0	0	0	0	0	0	0	0	0
PSE4B	Station de recherche de la Piste de St Elie - Bloc Biodiversité 100 ha	50	-53.05	5.29	272006.00	585930.00	full	100x100	1.00	100	1988	Daniel Sabatier & Marie-Françoise Prévost	2003	Marie-Françoise Prévost, Daniel Sabatier & Jean-François Molino, with Cécile Madelaine, Christian de Namur & Georges Elfort	Terra firme	641	159	40	1	627	160	38	1	0	0	0	0	0	0	0	0
PSE5B	Station de recherche de la Piste de St Elie - Bloc Biodiversité 100 ha	45	-53.05	5.29	271906.00	585939.00	full	100x100	1.00	100	1988	Daniel Sabatier & Marie-Françoise Prévost	2003	Marie-Françoise Prévost, Daniel Sabatier & Jean-François Molino, with Cécile Madelaine, Christian de Namur & Georges Elfort	Terra firme	583	138	36	1	585	140	37	1	0	0	0	0	0	0	0	0
PSE5B-10B	Station de recherche de la Piste de St Elie - Bloc Biodiversité 100 ha	50	-53.06	5.29	271697.00	585873.00	full	20x500	1.00	100	1994	Jean-François Molino	2002	Jean-François Molino, Marie-Françoise Prévost & Daniel Sabatier	"Terra firme. Plot PSE5B-10B is located within the B strip of the Piste de Saint-Élie ""Biodiversity Block"" and its reference system corresponds to that of the block.                                                                                                                                                                                                                                                        Inventory limited to trees with dbh between 2 and 10 cm dbh on the following 100 subplots:
- in plot PSE5B: subplots 36 to 40 and 46 to 50;
- in each of the plots PSE6B, PSE7B, PSE8B, PSSE9B: subplots 31 to 40 and 41 to 50;
- in plot PSE10B: subplots 31 to 35 and 41 to 45.                                                                                                                                                                                                                      "	622	182	48	14	583	178	48	3	2289	332	55	4	2536	346	57	3
PSE6B	Station de recherche de la Piste de St Elie - Bloc Biodiversité 100 ha	45	-53.05	5.29	271807.00	585949.00	full	100x100	1.00	100	1988	Daniel Sabatier & Marie-Françoise Prévost	2003	Marie-Françoise Prévost, Daniel Sabatier & Jean-François Molino, with Cécile Madelaine, Christian de Namur & Georges Elfort	Terra firme	605	168	45	14	586	166	43	0	0	0	0	0	0	0	0	0
PSE6F	Station de recherche de la Piste de St Elie - Bloc Biodiversité 100 ha	60	-53.05	5.30	271856.00	586346.00	full	100x100	1.00	100	1991	Daniel Sabatier & Marie-Françoise Prévost			Terra firme	706	174	38	0	0	0	0	0	0	0	0	0	0	0	0	0
PSE6G	Station de recherche de la Piste de St Elie - Bloc Biodiversité 100 ha	60	-53.05	5.30	271866.00	586445.00	full	100x100	1.00	100	1991	Daniel Sabatier & Marie-Françoise Prévost			Terra firme	667	185	46	1	0	0	0	0	0	0	0	0	0	0	0	0
PSE6H	Station de recherche de la Piste de St Elie - Bloc Biodiversité 100 ha	60	-53.05	5.30	271875.00	586545.00	full	100x100	1.00	100	1991	Daniel Sabatier & Marie-Françoise Prévost			Terra firme	634	182	44	2	0	0	0	0	0	0	0	0	0	0	0	0
PSE6I	Station de recherche de la Piste de St Elie - Bloc Biodiversité 100 ha	60	-53.05	5.30	271885.00	586644.00	full	100x100	1.00	100	1991	Daniel Sabatier & Marie-Françoise Prévost			Terra firme	629	168	44	1	0	0	0	0	0	0	0	0	0	0	0	0
PSE6J	Station de recherche de la Piste de St Elie - Bloc Biodiversité 100 ha	60	-53.05	5.30	271894.00	586744.00	full	100x100	1.00	100	1991	Daniel Sabatier & Marie-Françoise Prévost			Terra firme	604	180	41	2	0	0	0	0	0	0	0	0	0	0	0	0
PSE7B	Station de recherche de la Piste de St Elie - Bloc Biodiversité 100 ha	50	-53.05	5.29	271707.00	585958.00	full	100x100	1.00	100	1988	Daniel Sabatier & Marie-Françoise Prévost	2003	Marie-Françoise Prévost, Daniel Sabatier & Jean-François Molino, with Cécile Madelaine, Christian de Namur & Georges Elfort	Terra firme	666	172	45	16	654	174	46	6	0	0	0	0	0	0	0	0
PSE8B	Station de recherche de la Piste de St Elie - Bloc Biodiversité 100 ha	50	-53.06	5.29	271608.00	585968.00	full	100x100	1.00	100	1988	Daniel Sabatier & Marie-Françoise Prévost	2003	Marie-Françoise Prévost, Daniel Sabatier & Jean-François Molino, with Cécile Madelaine, Christian de Namur & Georges Elfort	Terra firme	664	175	45	25	617	173	44	3	0	0	0	0	0	0	0	0
PSE9B	Station de recherche de la Piste de St Elie - Bloc Biodiversité 100 ha	55	-53.06	5.29	271508.00	585977.00	full	100x100	1.00	100	1988	Daniel Sabatier & Marie-Françoise Prévost	2003	Marie-Françoise Prévost, Daniel Sabatier & Jean-François Molino, with Cécile Madelaine, Christian de Namur & Georges Elfort	Terra firme	614	176	42	15	565	165	41	1	0	0	0	0	0	0	0	0
PSEIV	Station de recherche de la Piste de St Elie - Layon de crête	70	-53.05	5.29	271779.00	585388.00	full	20x500	1.00	100	1986	Daniel Sabatier			Terra firme	697	211	48	8	0	0	0	0	0	0	0	0	0	0	0	0
PSEP	Station de recherche de la Piste de St Elie - Bassin B	65	-53.05	5.29	272107.00	585334.00	full	100x100	1.00	100	1991	Daniel Sabatier & Marie-Françoise Prévost	2003	Marie-Françoise Prévost, Daniel Sabatier & Jean-François Molino, with Cécile Madelaine, Christian de Namur & Georges Elfort	Terra firme	643	179	43	0	616	174	40	0	0	0	0	0	0	0	0	0
PSEPM	Station de recherche de la Piste de St Elie - Crique Toussaint	35	-53.05	5.29	272803.00	585095.00	PCQ	4000	NA	200	1999-2000	Daniel Sabatier & Marie-Françoise Prévost			Terra firme. Geographic coordinates are those of the starting point	800	226	52	20	0	0	0	0	0	0	0	0	0	0	0	0
PSER	Station de recherche de la Piste de St Elie - Bassin B	60	-53.05	5.29	272260.00	585281.00	full	100x100	1.00	100	1991	Daniel Sabatier & Marie-Françoise Prévost	2003	Marie-Françoise Prévost, Daniel Sabatier & Jean-François Molino, with Cécile Madelaine, Christian de Namur & Georges Elfort	Terra firme	591	161	48	2	580	153	45	1	0	0	0	0	0	0	0	0
PSES	Station de recherche de la Piste de St Elie - Layon de crête	70	-53.06	5.29	271452.00	585653.00	full	40x30	0.12	12	1996	Marie-Françoise Prévost, Daniel Sabatier & Jean-François Molino			Terra firme. Monodominance of Spirotropis longifolia. Inventory treshold set at 2 cm dbh.	35	20	14	1	0	0	0	0	99	37	20	0	0	0	0	0
PSEY	Station de recherche de la Piste de St Elie - Zone à Spirotropis	60	-53.05	5.27	272788.00	583934.00	full	100x100	1.00	100	2012	Daniel Sabatier, with Jean-Louis Smock & Michel Tarcy			Non-dominated forest close to a patch of Spirotropis longifolia	532	189	44	10	0	0	0	0	0	0	0	0	0	0	0	0
PSEZ	Station de recherche de la Piste de St Elie - Zone à Spirotropis	65	-53.05	5.27	272634.00	583829.00	full	100x100	1.00	100	2009	Daniel Sabatier & Émile Fonty, with Jean-Louis Smock & Michel Tarcy			Non-dominated forest close to a patch of Spirotropis longifolia	501	178	43	9	0	0	0	0	0	0	0	0	0	0	0	0
SLD	Saül - Plateau La Douane	235	-53.18	3.62	257650.00	400690.00	full	100x100	1.00	100	2001	Daniel Sabatier & Jean-François Molino			Terra firme	522	172	37	0	0	0	0	0	0	0	0	0	0	0	0	0
SPA	Station de recherche de la Piste de St Elie - Zone à Spirotropis	55	-53.05	5.27	272783.00	583377.00	full	20x20	0.04	4	2001	Marie-Françoise Prévost & Daniel Sabatier			On the margin of a patch of Spirotropis longifolia. Inventory treshold set at 1 cm dbh.	27	18	11	0	0	0	0	0	215	85	25	0	0	0	0	0
SPB	Station de recherche de la Piste de St Elie - Zone à Spirotropis	55	-53.05	5.27	272783.00	583377.00	full	20x20	0.04	4	2001	Marie-Françoise Prévost & Daniel Sabatier			On the margin of a patch of Spirotropis longifolia. Inventory treshold set at 1 cm dbh.	23	10	6	0	0	0	0	0	248	80	27	0	0	0	0	0
SPC	Station de recherche de la Piste de St Elie - Zone à Spirotropis	55	-53.05	5.27	272783.00	583377.00	full	20x20	0.04	4	2001	Marie-Françoise Prévost & Jean-François Molino			Terra firme. Monodominance of Spirotropis longifolia. Inventory treshold set at 1 cm dbh.	22	3	2	0	0	0	0	0	112	33	16	1	0	0	0	0
SPD	Station de recherche de la Piste de St Elie - Zone à Spirotropis	55	-53.05	5.27	272783.00	583377.00	full	20x20	0.04	4	2001	Marie-Françoise Prévost & Jean-François Molino			Terra firme. Monodominance of Spirotropis longifolia. Inventory treshold set at 1 cm dbh.	24	12	7	1	0	0	0	0	106	32	14	1	0	0	0	0
SPM	Station de recherche de la Piste de St Elie - Zone à Spirotropis	55	-53.05	5.27	272783.00	583377.00	full	100x100	1.00	100	2001	Marie-Françoise Prévost, Daniel Sabatier & Jean-François Molino			Terra firme. Monodominance of Spirotropis longifolia	614	101	32	4	0	0	0	0	0	0	0	0	0	0	0	0
SPN	Montagne des Chevaux - Zone à Spirotropis	50	-52.39	4.71	345187.00	521138.00	full	130x100	1.25	125	2009	Daniel Sabatier & Émile Fonty, with Jean-Louis Smock & Michel Tarcy			Terra firme. Monodominance of Spirotropis longifolia	681	102	34	7	0	0	0	0	0	0	0	0	0	0	0	0
SPO	Station de recherche de la Piste de St Elie - Zone à Spirotropis	55	-53.05	5.27	272718.00	583419.00	full	50x100	0.50	50	2009	Daniel Sabatier & Émile Fonty, with Jean-Louis Smock & Michel Tarcy			Terra firme. Monodominance of Spirotropis longifolia	222	38	20	0	0	0	0	0	0	0	0	0	0	0	0	0
SPP	Montagne des Chevaux - Zone à Spirotropis	50	-52.39	4.71	345089.00	521154.00	full	120x140	1.38	138	2009	Daniel Sabatier & Émile Fonty, with Jean-Louis Smock & Michel Tarcy			Terra firme. Monodominance of Spirotropis longifolia	783	121	35	6	0	0	0	0	0	0	0	0	0	0	0	0
SRV1	Savane-roche Virginie	85	-52.13	4.18	373734.00	462818.00	full	100x100	1.00	100	2006-2007	Daniel Sabatier & Marie-Françoise Prévost			Terra firme	485	161	37	9	0	0	0	0	0	0	0	0	0	0	0	0
SRV2	Savane-roche Virginie	85	-52.13	4.18	373508.00	462508.00	full	100x100	1.00	100	2008	Daniel Sabatier & Sophie Gonzalez			Terra firme	513	172	35	3	0	0	0	0	0	0	0	0	0	0	0	0
SRV3	Savane-roche Virginie	110	-52.15	4.19	372174.00	463483.00	full	100x100	1.00	100	2007-2008	Daniel Sabatier, Sophie Gonzalez & Jean-François Molino			Terra firme	675	211	42	6	0	0	0	0	0	0	0	0	0	0	0	0
TORT1	Montagne Tortue - Dispositif ONF - Parcelle exploitée 10F	190	-52.41	4.22	343132.00	466772.00	full	100x120	1.20	120	2002	Marie-Françoise Prévost, Daniel Sabatier & Jean-François Molino			Terra firme	503	171	39	10	0	0	0	0	0	0	0	0	0	0	0	0
TORT2	Montagne Tortue - Dispositif ONF - Parcelle témoin	165	-52.41	4.21	343351.00	466337.00	full	100x100	1.00	100	2002	Marie-Françoise Prévost, Daniel Sabatier & Jean-François Molino			Terra firme	479	198	44	3	0	0	0	0	0	0	0	0	0	0	0	0
TORT3	Crique Tortue - Site archéologique Eperon Barré	150	-52.43	4.19	340300.00	463407.00	full	90x90	1.00	100	2009	Daniel Sabatier & Jean-François Molino, with Jean-Louis Smock & Michel Tarcy			Terra firme. Close to a pre-Columbian earthwork site; plot adjacent to TORT4	540	200	42	3	0	0	0	0	0	0	0	0	0	0	0	0
TORT4	Crique Tortue - Site archéologique Eperon Barré	150	-52.43	4.19	340316.00	463497.00	full	200x100	0.80	80	2009	Daniel Sabatier & Jean-François Molino, with Jean-Louis Smock & Michel Tarcy			On a pre-Columbian earthwork site; plot adjacent to TORT3	411	162	39	3	0	0	0	0	0	0	0	0	0	0	0	0
TRE1	Montagne de Kaw - Réserve Trésor	250	-52.28	4.60	357965.00	509465.00	full	110x100	1.00	100	2003	Daniel Sabatier, Marie-Françoise Prévost, Jean-François Molino, Hans ter Steege, Olaf Bánki & Raphaël Pélissier			Terra firme	443	159	41	1	0	0	0	0	0	0	0	0	0	0	0	0
TRIE1	Montagne de la Trinité - Versant Est	300	-53.39	4.62	234835.00	511106.00	PCQ2	100x200	NA	14	2015	Daniel Sabatier & Vincent Bézard, with Chantal Geniez & Raphaël Fernandez-Abad			Terra firme	110	61	26	4	0	0	0	0	0	0	0	0	0	0	0	0
TRIE2	Montagne de la Trinité - Versant Est	300	-53.39	4.62	234835.00	511106.00	PCQ2	100x200	NA	14	2015	Daniel Sabatier & Vincent Bézard, with Chantal Geniez & Raphaël Fernandez-Abad			Terra firme	112	51	20	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIE3	Montagne de la Trinité - Versant Est	300	-53.39	4.62	234835.00	511106.00	PCQ2	100x200	NA	14	2015	Daniel Sabatier & Vincent Bézard, with Chantal Geniez & Raphaël Fernandez-Abad			Terra firme	112	52	17	1	0	0	0	0	0	0	0	0	0	0	0	0
TRIE4	Montagne de la Trinité - Versant Est	300	-53.39	4.62	234835.00	511106.00	PCQ2	100x200	NA	14	2015	Daniel Sabatier & Vincent Bézard, with Chantal Geniez & Raphaël Fernandez-Abad			Terra firme	112	69	31	1	0	0	0	0	0	0	0	0	0	0	0	0
TRIE5	Montagne de la Trinité - Versant Est	300	-53.39	4.62	234835.00	511106.00	PCQ2	100x200	NA	14	2015	Daniel Sabatier & Vincent Bézard, with Chantal Geniez & Raphaël Fernandez-Abad			Terra firme. Monodominance of Spirotropis longifolia	110	22	12	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIE6	Montagne de la Trinité - Versant Est	300	-53.39	4.62	234835.00	511106.00	PCQ2	100x200	NA	14	2015	Daniel Sabatier & Vincent Bézard, with Chantal Geniez & Raphaël Fernandez-Abad			Terra firme	109	60	22	1	0	0	0	0	0	0	0	0	0	0	0	0
TRIE7	Montagne de la Trinité - Versant Est	300	-53.39	4.62	234835.00	511106.00	PCQ2	100x200	NA	14	2015	Daniel Sabatier & Vincent Bézard, with Chantal Geniez & Raphaël Fernandez-Abad			Terra firme	111	54	21	6	0	0	0	0	0	0	0	0	0	0	0	0
TRIE8	Montagne de la Trinité - Versant Est	300	-53.39	4.62	234835.00	511106.00	PCQ2	100x200	NA	14	2015	Daniel Sabatier & Vincent Bézard, with Chantal Geniez & Raphaël Fernandez-Abad			Terra firme	112	71	27	3	0	0	0	0	0	0	0	0	0	0	0	0
TRIW1	Montagne de la Trinité - Versant Ouest	300	-53.39	4.62	234835.00	511106.00	PCQ2	100x200	NA	14	2015	Daniel Sabatier & Vincent Bézard, with Chantal Geniez & Raphaël Fernandez-Abad			Terra firme	112	45	22	4	0	0	0	0	0	0	0	0	0	0	0	0
TRIW2	Montagne de la Trinité - Versant Ouest	300	-53.39	4.62	234835.00	511106.00	PCQ2	100x200	NA	14	2015	Daniel Sabatier & Vincent Bézard, with Chantal Geniez & Raphaël Fernandez-Abad			Terra firme	112	51	24	3	0	0	0	0	0	0	0	0	0	0	0	0
TRIW3	Montagne de la Trinité - Versant Ouest	300	-53.39	4.62	234835.00	511106.00	PCQ2	100x200	NA	14	2015	Daniel Sabatier & Vincent Bézard, with Chantal Geniez & Raphaël Fernandez-Abad			Terra firme	111	60	26	7	0	0	0	0	0	0	0	0	0	0	0	0
TRIW4	Montagne de la Trinité - Versant Ouest	300	-53.39	4.62	234835.00	511106.00	PCQ2	100x200	NA	14	2015	Daniel Sabatier & Vincent Bézard, with Chantal Geniez & Raphaël Fernandez-Abad			Terra firme	110	60	27	19	0	0	0	0	0	0	0	0	0	0	0	0
TRIW5	Montagne de la Trinité - Versant Ouest	300	-53.39	4.62	234835.00	511106.00	PCQ2	100x200	NA	14	2015	Daniel Sabatier & Vincent Bézard, with Chantal Geniez & Raphaël Fernandez-Abad			Terra firme	112	72	25	2	0	0	0	0	0	0	0	0	0	0	0	0
TRIW6	Montagne de la Trinité - Versant Ouest	300	-53.39	4.62	234835.00	511106.00	PCQ2	100x200	NA	14	2015	Daniel Sabatier & Vincent Bézard, with Chantal Geniez & Raphaël Fernandez-Abad			Terra firme	111	61	23	2	0	0	0	0	0	0	0	0	0	0	0	0
TRIW7	Montagne de la Trinité - Versant Ouest	300	-53.39	4.62	234835.00	511106.00	PCQ2	100x200	NA	14	2015	Daniel Sabatier & Vincent Bézard, with Chantal Geniez & Raphaël Fernandez-Abad			Terra firme	104	66	27	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIW8	Montagne de la Trinité - Versant Ouest	300	-53.39	4.62	234835.00	511106.00	PCQ2	100x200	NA	14	2015	Daniel Sabatier & Vincent Bézard, with Chantal Geniez & Raphaël Fernandez-Abad			Terra firme	108	55	26	1	0	0	0	0	0	0	0	0	0	0	0	0
TRS	Trois Sauts	160	-52.88	2.25	290818.00	249268.00	full	20x400	0.80	80	1989	Marie-Françoise Prévost & Daniel Sabatier			Terra firme	419	78	32	98	0	0	0	0	0	0	0	0	0	0	0	0
VF01	Forêt de Counami	40	-53.23	5.35	252869.00	591802.00	full	40x30	0.12	12	2000	Daniel Sabatier, with Vincent Freycon			Terra firme	68	36	14	4	0	0	0	0	0	0	0	0	0	0	0	0
VF02	Forêt de Counami	40	-53.23	5.35	252869.00	591802.00	full	60x20	0.12	12	2000	Daniel Sabatier, with Vincent Freycon			Terra firme	70	32	16	3	0	0	0	0	0	0	0	0	0	0	0	0
VF04	Forêt de Counami	40	-53.23	5.35	252869.00	591802.00	full	60x20	0.12	12	2000	Daniel Sabatier, with Vincent Freycon			Terra firme	77	48	21	6	0	0	0	0	0	0	0	0	0	0	0	0
VF05	Forêt de Counami	40	-53.23	5.35	252869.00	591802.00	full	40x30	0.12	12	2001	Daniel Sabatier & Marie-Françoise Prévost, with Dominique Paget & Vincent Freycon			Terra firme	109	52	22	3	0	0	0	0	0	0	0	0	0	0	0	0
VF06	Forêt de Counami	40	-53.23	5.35	252869.00	591802.00	full	40x30	0.12	12	2001	Daniel Sabatier & Marie-Françoise Prévost, with Dominique Paget & Vincent Freycon			Terra firme	84	47	21	1	0	0	0	0	0	0	0	0	0	0	0	0
VF07	Forêt de Counami	40	-53.23	5.35	252869.00	591802.00	full	40x30	0.12	12	2001	Daniel Sabatier & Marie-Françoise Prévost, with Dominique Paget & Vincent Freycon			Terra firme	94	52	22	2	0	0	0	0	0	0	0	0	0	0	0	0
VF08	Forêt de Counami	40	-53.23	5.35	252869.00	591802.00	full	40x30	0.12	12	2001	Daniel Sabatier & Marie-Françoise Prévost, with Dominique Paget & Vincent Freycon			Terra firme	82	51	21	5	0	0	0	0	0	0	0	0	0	0	0	0
VF09	Forêt de Counami	40	-53.23	5.35	252869.00	591802.00	full	40x30	0.12	12	2001	Daniel Sabatier & Marie-Françoise Prévost, with Vincent Freycon			Terra firme	71	38	21	2	0	0	0	0	0	0	0	0	0	0	0	0
VF10	Forêt de Counami	40	-53.23	5.35	252869.00	591802.00	full	40x30	0.12	12	2001	Daniel Sabatier & Marie-Françoise Prévost, with Vincent Freycon			Terra firme	84	49	21	0	0	0	0	0	0	0	0	0	0	0	0	0
VF11	Forêt de Counami	40	-53.23	5.35	252869.00	591802.00	full	40x30	0.12	12	2001	Daniel Sabatier & Marie-Françoise Prévost, with Vincent Freycon			Terra firme	85	48	21	0	0	0	0	0	0	0	0	0	0	0	0	0
VF12	Forêt de Counami	40	-53.23	5.35	252869.00	591802.00	full	40x30	0.12	12	2001	Daniel Sabatier & Marie-Françoise Prévost, with Vincent Freycon			Terra firme	74	41	23	2	0	0	0	0	0	0	0	0	0	0	0	0
VF13	Forêt de Counami	40	-53.23	5.35	252869.00	591802.00	full	30x60	0.12	12	2002	Daniel Sabatier, with Vincent Freycon			Terra firme	91	49	21	4	0	0	0	0	0	0	0	0	0	0	0	0
VF14	Forêt de Counami	40	-53.23	5.35	252869.00	591802.00	full	40x40	0.12	12	2002	Daniel Sabatier, with Vincent Freycon			Terra firme	119	59	26	2	0	0	0	0	0	0	0	0	0	0	0	0
VF16	Forêt de Counami	40	-53.23	5.35	252869.00	591802.00	full	40x30	0.12	12	2002	Daniel Sabatier, with Vincent Freycon			Terra firme	125	50	21	0	0	0	0	0	0	0	0	0	0	0	0	0
VF17	Forêt de Counami	40	-53.23	5.35	252869.00	591802.00	full	40x30	0.12	12	2002	Daniel Sabatier, with Vincent Freycon			Terra firme	113	58	25	3	0	0	0	0	0	0	0	0	0	0	0	0
VF18	Forêt de Counami	40	-53.23	5.35	252869.00	591802.00	full	40x30	0.12	12	2002	Daniel Sabatier, with Vincent Freycon			Terra firme	105	54	23	6	0	0	0	0	0	0	0	0	0	0	0	0
VF19A	Forêt de Counami	40	-53.23	5.35	252869.00	591802.00	full	30x40	0.12	12	2002	Daniel Sabatier, with Vincent Freycon			Terra firme	110	55	21	0	0	0	0	0	0	0	0	0	0	0	0	0
VF20	Forêt de Counami	40	-53.23	5.35	252869.00	591802.00	full	30x50	0.12	12	2002	Daniel Sabatier, with Vincent Freycon			Terra firme	78	37	16	0	0	0	0	0	0	0	0	0	0	0	0	0
VF21	Forêt de Counami	40	-53.23	5.35	252869.00	591802.00	full	50x30	0.12	12	2002	Daniel Sabatier, with Vincent Freycon			Terra firme	104	53	22	0	0	0	0	0	0	0	0	0	0	0	0	0
WAK1	Haute Waki	160	-53.40	3.08	233133.00	340752.00	full	100x100	1.00	100	2014	Daniel Sabatier, with Jean-Louis Smock & Chantal Geniez			Terra firme	465	92	33	20	0	0	0	0	0	0	0	0	0	0	0	0
WAK3	Haute Waki	160	-53.40	3.08	233133.00	340752.00	full	50x100	0.50	50	2014	Daniel Sabatier, with Jean-Louis Smock & Chantal Geniez			Terra firme	256	49	26	28	0	0	0	0	0	0	0	0	0	0	0	0
WAK4	Haute Waki	160	-53.40	3.08	233133.00	340752.00	full	50x100	0.50	50	2014	Daniel Sabatier, with Jean-Louis Smock & Chantal Geniez			Terra firme	262	71	30	20	0	0	0	0	0	0	0	0	0	0	0	0
WAN1	Inselbergs de la Haute Wanapi	200	-53.81	2.51	186605.00	277921.00	full	100x100	1.00	100	2007	Daniel Sabatier & Jean-François Molino, with Jean-Louis Smock, Michel Tarcy & Julien Engel			Terra firme	406	105	35	0	0	0	0	0	0	0	0	0	0	0	0	0
WAN2	Inselbergs de la Haute Wanapi	200	-53.82	2.51	185737.00	278039.00	full	100x100	1.00	100	2007	Daniel Sabatier & Jean-François Molino, with Jean-Louis Smock, Michel Tarcy & Julien Engel			Terra firme	461	124	34	1	0	0	0	0	0	0	0	0	0	0	0	0
WAN3	Inselbergs de la Haute Wanapi	200	-53.82	2.51	185750.00	278633.00	full	100x100	1.00	100	2007	Daniel Sabatier & Jean-François Molino, with Jean-Louis Smock, Michel Tarcy & Julien Engel			Terra firme	421	95	29	0	0	0	0	0	0	0	0	0	0	0	0	0
